,OS,Country,City,Provider,Gender,DOB,facebook_use,voter_reg,works_in_oil_gas,climate_change_importance,climate_change_worry,climate_change_personal_harm,climate_change_future_gen_harm,county
335,Android,US,Aurora,Unknown,male,1945,I never use Facebook or Instagram,I don’t know,Not sure,Not at all important,Not at all worried,Don’t know,Don’t know,Denver County
336,Android,US,Arvada,T-Mobile,female,1994,I never use Facebook or Instagram,Not registered to vote,No,Not at all important,Not at all worried,Only a little,Don’t know,Adams County
337,Android,US,Denver,T-Mobile,male,1991,Every day,Not registered to vote,No,Very important,Somewhat worried,A moderate amount,Only a little,Adams County
338,Android,US,Fort Morgan,Unknown,female,1966,Once a week,Not registered to vote,No,Not too important,Not very worried,Not at all,Not at all,None
339,iOS,US,Windsor,Unknown,female,1952,Every day,"Registered to vote, registered as Republican ",No,Somewhat important,Somewhat worried,Only a little,Only a little,Other
340,Android,US,Denver,Unknown,female,1984,Once a week,"Registered to vote, registered as Democratic",No,Somewhat important,Very worried,A moderate amount,A moderate amount,Arapahoe County
341,Web,US,Denver,Unknown,male,1981,Every day,"Registered to vote, registered as Democratic","Yes, a close friend or family member is employed in the oil and gas industry",Very important,Somewhat worried,A moderate amount,A great deal,Denver County
342,Web,US,Aurora,Unknown,male,1985,Every day,"Registered to vote, registered as Democratic",Not sure,Very important,Somewhat worried,A moderate amount,A moderate amount,Larimer County
343,Web,US,Westminster,Unknown,male,1982,Every day,"Registered to vote, registered as Democratic",No,Very important,Very worried,A great deal,A great deal,El Paso County
344,iOS,US,Denver,Unknown,female,1970,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Not too important,Not at all worried,Not at all,Only a little,Jefferson County
345,Android,US,Golden,Unknown,male,1978,Every day,"Registered to vote, registered as Democratic","Yes, a close friend or family member is employed in the oil and gas industry",Very important,Very worried,A great deal,A great deal,santa clara
346,Android,US,Denver,AT&T,female,1966,Every day,I don’t know,No,Very important,Somewhat worried,A moderate amount,A moderate amount,Arapahoe County
347,Android,US,Aurora,T-Mobile,male,1997,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",Not sure,Extremely important,Very worried,A great deal,A great deal,Denver County
348,Android,US,Littleton,Unknown,female,1977,Less than once a month,Not registered to vote,No,Not too important,Not at all worried,Only a little,Not at all,Denver County
349,Android,US,Arvada,AT&T,female,1988,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Somewhat worried,Only a little,A great deal,Jefferson County
350,Android,US,Denver,Verizon,female,1994,Once a week,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,A great deal,A great deal,Weld County
351,iOS,US,Arvada,Sprint,male,1989,Every day,"Registered to vote, registered as Republican ",No,Not too important,Not very worried,A moderate amount,Don’t know,Denver County
352,Android,US,Denver,AT&T,male,1971,Once a month,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Not very worried,Only a little,A great deal,Jefferson County
353,Android,US,Denver,AT&T,male,1998,Every day,Not registered to vote,No,Somewhat important,Not very worried,A moderate amount,A great deal,Denver County
354,Android,US,Arvada,Sprint,male,1979,Every day,"Registered to vote, registered as Democratic",No,Somewhat important,Somewhat worried,A moderate amount,Don’t know,Jefferson County
355,Android,US,Denver,Verizon,female,1991,Every day,"Registered to vote, registered as Democratic",No,Somewhat important,Somewhat worried,Only a little,A moderate amount,El Paso County
356,Android,US,Denver,AT&T,female,1967,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A great deal,A great deal,Pueblo County
357,iOS,US,Denver,Unknown,female,1980,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Not too important,Not very worried,Don’t know,Don’t know,Larimer County
358,Android,US,Denver,Unknown,male,1973,Every day,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,Don’t know,A great deal,Denver County
359,Web,US,Parker,Unknown,female,1950,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Very worried,Only a little,A great deal,Douglas County
360,Android,US,Denver,Unknown,female,1967,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Somewhat worried,Only a little,A moderate amount,El Paso County
361,iOS,US,Boulder,Unknown,male,1964,Less than once a month,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,A moderate amount,A great deal,Boulder County
362,Android,US,Aurora,Unknown,female,1966,Every day,Not registered to vote,No,Somewhat important,Somewhat worried,A moderate amount,A great deal,Arapahoe County
363,iOS,US,Eagle,Unknown,female,1995,Every day,"Registered to vote, registered as Democratic",No,Very important,Very worried,A moderate amount,A great deal,Eagle County
364,iOS,US,Fort Collins,Sprint,female,1988,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, a close friend or family member is employed in the oil and gas industry",Not too important,Not very worried,Don’t know,Don’t know,Larimer County
365,iOS,US,Denver,Unknown,female,1970,Every day,Not registered to vote,No,Very important,Somewhat worried,Only a little,A moderate amount,I don’t live in Colorado
366,Android,US,Boulder,Unknown,male,1978,Every day,"Registered to vote, registered as Democratic",No,Very important,Very worried,A great deal,A great deal,Eagle County
367,Android,US,Loveland,Unknown,female,1952,Every day,"Registered to vote, registered as Democratic","Yes, a close friend or family member is employed in the oil and gas industry",Somewhat important,Not very worried,Only a little,A moderate amount,Larimer County
368,Android,US,Denver,Unknown,male,1978,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A moderate amount,A great deal,I don't live in Colorado.
369,Android,US,Thornton,Verizon,female,1982,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Somewhat worried,Only a little,A moderate amount,Adams County
370,iOS,US,Denver,Verizon,female,1975,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Very worried,Only a little,A great deal,Mesa County
371,Android,US,Aurora,T-Mobile,female,1973,Once a week,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Denver County
372,Web,US,Denver,Unknown,male,1979,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, a close friend or family member is employed in the oil and gas industry",Extremely important,Very worried,A moderate amount,A great deal,Denver County
373,Web,US,Denver,Unknown,female,1972,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A moderate amount,A great deal,Denver County
374,iOS,US,Aurora,Sprint,male,1989,Every day,Not registered to vote,"Yes, a close friend or family member is employed in the oil and gas industry",Very important,Somewhat worried,A moderate amount,A great deal,Denver County
375,Android,US,Denver,T-Mobile,female,1984,Every day,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,A moderate amount,A great deal,Jefferson County
376,Android,US,Littleton,Unknown,female,1993,Every day,I don’t know,No,Somewhat important,Not very worried,Don’t know,Don’t know,Jefferson County
377,iOS,US,Parker,T-Mobile,male,1988,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Very worried,A great deal,A great deal,Douglas County
378,Android,US,Fort Collins,Verizon,female,1983,Every day,"Registered to vote, registered as Democratic","Yes, a close friend or family member is employed in the oil and gas industry",Very important,Somewhat worried,A moderate amount,A great deal,Larimer County
379,iOS,US,Denver,AT&T,female,1976,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Arapahoe County
380,iOS,US,Denver,Unknown,female,1986,Every day,"Registered to vote, registered as Republican ",No,Very important,Very worried,A great deal,A great deal,Douglas County
381,Android,US,Arvada,Unknown,male,1991,Every day,Not registered to vote,No,Somewhat important,Somewhat worried,Only a little,A moderate amount,Pueblo County
382,Android,US,Loveland,Verizon,female,1987,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Somewhat worried,A moderate amount,A great deal,Larimer County
383,Android,US,Greeley,T-Mobile,female,1981,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Somewhat worried,Don’t know,A great deal,Weld County
384,iOS,US,Denver,T-Mobile,female,1988,Once a week,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A moderate amount,A great deal,Denver County
385,iOS,US,Longmont,Unknown,male,1988,Once a week,"Registered to vote, registered as Democratic",No,Very important,Very worried,A moderate amount,A great deal,Boulder County
386,iOS,US,Denver,Verizon,female,1983,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Very worried,A moderate amount,A great deal,Douglas County
387,iOS,US,Arvada,Unknown,female,1972,Every day,I don’t know,"Yes, a close friend or family member is employed in the oil and gas industry",Very important,Very worried,A great deal,A great deal,Montrose County
388,iOS,US,Denver,AT&T,female,1998,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Denver County
389,iOS,US,Vail,Unknown,male,1990,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A great deal,A great deal,Jefferson County
390,iOS,US,Englewood,Unknown,male,1996,I never use Facebook or Instagram,"Registered to vote, registered as Republican ",No,Not too important,Somewhat worried,A moderate amount,Not at all,Denver County
391,Web,US,Milliken,Unknown,female,1981,Once a month,"Registered to vote, registered as Republican ",No,Very important,Very worried,A moderate amount,A great deal,Weld County
392,Web,US,Denver,Unknown,female,1994,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,A moderate amount,A moderate amount,Jefferson County
393,Android,US,Arvada,Unknown,male,1988,I never use Facebook or Instagram,I don’t know,Not sure,Extremely important,Very worried,A great deal,A great deal,None
394,iOS,US,Aurora,Unknown,female,2000,Once a month,"Registered to vote, registered as Democratic","Yes, a close friend or family member is employed in the oil and gas industry",Very important,Very worried,Only a little,A great deal,Douglas County
395,Android,US,Denver,Verizon,male,2000,Every day,I don’t know,No,Somewhat important,Somewhat worried,Only a little,A moderate amount,Pueblo County
396,Android,US,Denver,T-Mobile,female,1965,Every day,"Registered to vote, registered as Republican ",Not sure,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,None
397,Android,US,Denver,Verizon,female,1961,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, a close friend or family member is employed in the oil and gas industry",Extremely important,Somewhat worried,A moderate amount,A great deal,Larimer County
398,Android,US,Denver,AT&T,male,1984,Once a week,I don’t know,"Yes, a close friend or family member is employed in the oil and gas industry",Extremely important,Very worried,A moderate amount,A moderate amount,Denver County
399,Android,US,Westminster,AT&T,female,2000,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Somewhat worried,A great deal,A great deal,Denver County
400,Android,US,Brighton,AT&T,female,1995,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,A moderate amount,A great deal,Adams County
401,Android,US,Denver,T-Mobile,female,1980,Every day,"Registered to vote, registered as Republican ",No,Somewhat important,Not very worried,A moderate amount,A moderate amount,Denver County
402,Android,US,Denver,AT&T,female,1988,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Somewhat worried,Only a little,A moderate amount,Jefferson County
403,Android,US,Denver,Unknown,male,1986,Every day,I don’t know,No,Somewhat important,Somewhat worried,A moderate amount,A great deal,I'm not in colorado
404,Web,US,Broomfield,Unknown,female,1984,Once a week,Not registered to vote,Not sure,Very important,Very worried,A moderate amount,A great deal,Boulder County
405,Android,US,Pagosa Springs,Unknown,male,1980,Every day,"Registered to vote, registered as Republican ",No,Very important,Somewhat worried,A great deal,A great deal,Pueblo County
406,Web,US,Arvada,Unknown,female,1984,Once a month,"Registered to vote, registered as Republican ",No,Very important,Somewhat worried,Don’t know,A great deal,Jefferson County
407,iOS,US,Denver,Unknown,female,1990,Every day,"Registered to vote, registered as Democratic","Yes, I am employed in the oil and gas industry",Very important,Somewhat worried,A moderate amount,A great deal,Denver County
408,iOS,US,Denver,T-Mobile,female,1988,Every day,Not registered to vote,"Yes, a close friend or family member is employed in the oil and gas industry",Extremely important,Very worried,A moderate amount,A great deal,Adams County
409,Web,US,Littleton,Unknown,male,1976,Less than once a month,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Jefferson County
410,Android,US,Denver,T-Mobile,male,1980,I never use Facebook or Instagram,Not registered to vote,"Yes, a close friend or family member is employed in the oil and gas industry",Not too important,Not very worried,A moderate amount,A great deal,Denver County
411,Android,US,Denver,Unknown,female,1990,Every day,Not registered to vote,No,Very important,Somewhat worried,Only a little,A great deal,Denver County
412,Android,US,Longmont,Unknown,female,1960,Less than once a month,Not registered to vote,Not sure,Very important,Somewhat worried,A moderate amount,A moderate amount,Weld County
413,Android,US,Denver,Unknown,female,1985,Every day,Not registered to vote,No,Very important,Somewhat worried,Don’t know,Don’t know,Montrose County
414,Web,US,Salida,Unknown,male,1973,Less than once a month,"Registered to vote, registered as Democratic",No,Somewhat important,Somewhat worried,Only a little,A great deal,Chaffee
415,Android,US,Boulder,Unknown,male,1969,Every day,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,A moderate amount,A moderate amount,Denver County
416,Android,US,Castle Rock,Verizon,male,1989,I never use Facebook or Instagram,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Not too important,Not very worried,Only a little,Only a little,Douglas County
417,iOS,US,Denver,Unknown,female,2001,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",Not sure,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Garfield County
418,Android,US,Westminster,AT&T,female,1996,Every day,"Registered to vote, registered as Democratic",No,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Adams County
419,iOS,US,Denver,Unknown,male,1984,Once a week,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, a close friend or family member is employed in the oil and gas industry",Very important,Somewhat worried,Only a little,A great deal,Jefferson County
420,Android,US,Littleton,Verizon,male,1963,Every day,Not registered to vote,"Yes, a close friend or family member is employed in the oil and gas industry",Not at all important,Very worried,Only a little,Don’t know,Denver County
421,Android,US,Denver,T-Mobile,male,1995,I never use Facebook or Instagram,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Somewhat worried,Only a little,A great deal,Weld County
422,Android,US,Denver,AT&T,female,1980,Every day,"Registered to vote, registered as Democratic","Yes, a close friend or family member is employed in the oil and gas industry",Somewhat important,Not very worried,A moderate amount,A great deal,Jefferson County
423,Web,US,Denver,Unknown,male,1990,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A great deal,A great deal,Denver County
424,iOS,US,Denver,Unknown,female,2000,Every day,Not registered to vote,No,Somewhat important,Not very worried,A great deal,A moderate amount,Jefferson County
425,Web,US,Fort Collins,Unknown,male,1979,Once a week,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,Only a little,A moderate amount,Adams County
426,iOS,US,Commerce City,Unknown,female,1965,Every day,"Registered to vote, registered as Democratic",Not sure,Very important,Somewhat worried,A moderate amount,A moderate amount,Adams
427,iOS,US,Denver,Verizon,male,1985,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Very worried,A great deal,A great deal,Denver County
428,Android,US,Parker,Unknown,female,1984,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A moderate amount,A great deal,Arapahoe County
429,iOS,US,Denver,Unknown,female,1993,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, a close friend or family member is employed in the oil and gas industry",Extremely important,Somewhat worried,A moderate amount,A great deal,Jefferson County
430,iOS,US,Denver,Unknown,female,2002,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, a close friend or family member is employed in the oil and gas industry",Very important,Somewhat worried,A moderate amount,A moderate amount,Denver County
431,Android,US,Arvada,Boost Mobile,male,1988,Less than once a month,Not registered to vote,No,Not at all important,Not at all worried,A moderate amount,A moderate amount,marathon county
432,Android,US,Denver,Unknown,female,1993,Less than once a month,"Registered to vote, registered as Democratic",No,Very important,Very worried,A great deal,A great deal,Jefferson County
433,iOS,US,Aurora,Verizon,female,1986,Every day,"Registered to vote, registered as Republican ","Yes, a close friend or family member is employed in the oil and gas industry",Somewhat important,Somewhat worried,Don’t know,A moderate amount,Arapahoe County
434,Android,US,Denver,Unknown,female,1970,Once a month,Not registered to vote,No,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Jefferson County
435,iOS,US,Denver,Sprint,male,1959,Once a month,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Not very worried,Only a little,Only a little,Denver County
436,iOS,US,Denver,Verizon,male,1968,Every day,"Registered to vote, registered as Democratic",No,Not too important,Not very worried,Not at all,Only a little,Adams County
437,iOS,US,Denver,T-Mobile,female,1961,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,Only a little,A great deal,Adams County
438,Android,US,Arvada,Unknown,male,1969,Every day,"Registered to vote, registered as Republican ",No,Somewhat important,Not very worried,Not at all,A moderate amount,None
439,Android,US,Arvada,T-Mobile,female,1985,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Somewhat worried,A great deal,A great deal,Denver County
440,Android,US,Brighton,Unknown,female,1990,Less than once a month,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, both myself and close friends or family members are employed in the oil and gas industry",Somewhat important,Somewhat worried,Not at all,Not at all,Adams County
441,Android,US,Littleton,T-Mobile,male,1986,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Douglas County
442,iOS,US,Denver,Unknown,male,1999,Once a week,"Registered to vote, registered as Republican ","Yes, a close friend or family member is employed in the oil and gas industry",Somewhat important,Very worried,A moderate amount,A moderate amount,Douglas County
443,Android,US,Westminster,AT&T,male,1983,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,Adams County
444,Android,US,Denver,AT&T,male,1970,Every day,"Registered to vote, registered as Democratic",No,Very important,Not very worried,A great deal,A great deal,Denver County
445,Android,US,Denver,Unknown,male,1998,Every day,"Registered to vote, registered as Republican ",No,Very important,Somewhat worried,Only a little,A moderate amount,Arapahoe County
446,Web,US,Colorado Springs,Unknown,female,1946,Less than once a month,"Registered to vote, registered as Republican ",No,Not too important,Not at all worried,Not at all,Only a little,El Paso County
447,Web,US,Colorado Springs,Unknown,male,1971,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, both myself and close friends or family members are employed in the oil and gas industry",Somewhat important,Somewhat worried,A moderate amount,A moderate amount,Delta County
448,iOS,US,Colorado Springs,Unknown,male,1998,Every day,"Registered to vote, registered as Republican ","Yes, I am employed in the oil and gas industry",Extremely important,Very worried,Not at all,A great deal,El Paso County
449,Web,US,Colorado Springs,Unknown,male,1985,Every day,"Registered to vote, registered as Republican ","Yes, I am employed in the oil and gas industry",Extremely important,Very worried,A great deal,A great deal,El Paso County
450,Web,US,Colorado Springs,Unknown,male,1995,Once a week,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, I am employed in the oil and gas industry",Extremely important,Very worried,A great deal,Only a little,Denver County
451,Android,US,Colorado Springs,Unknown,female,1952,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A great deal,A great deal,El Paso County
452,iOS,US,Colorado Springs,T-Mobile,female,1994,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A moderate amount,A great deal,El Paso County
453,Web,US,Colorado Springs,Unknown,female,1985,Every day,"Registered to vote, registered as Democratic",No,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,El Paso County
454,iOS,US,Fountain,Unknown,female,1955,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A great deal,A great deal,Huerfano
455,iOS,US,Colorado Springs,Unknown,female,1992,Every day,"Registered to vote, registered as Republican ",No,Not at all important,Not at all worried,Don’t know,Don’t know,El Paso County
456,Web,US,Walsenburg,Unknown,female,1982,Every day,"Registered to vote, registered as Democratic","Yes, a close friend or family member is employed in the oil and gas industry",Extremely important,Very worried,A great deal,A great deal,Huerfano
457,Android,US,Pueblo,Unknown,female,1982,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,Only a little,A great deal,Pueblo County
458,Web,US,Pueblo,Unknown,male,1981,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,A great deal,A great deal,Pueblo County
459,Android,US,Colorado Springs,AT&T,female,1972,Less than once a month,"Registered to vote, registered as Republican ",No,Extremely important,Very worried,A great deal,A great deal,Fremont County
460,Android,US,Colorado Springs,Unknown,female,1949,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Very worried,A great deal,A great deal,El Paso County
461,Android,US,Colorado Springs,AT&T,female,1988,Every day,Not registered to vote,No,Extremely important,Very worried,A moderate amount,A great deal,El Paso County
462,Android,US,Colorado Springs,Unknown,male,1971,Once a month,"Registered to vote, registered as Republican ",No,Extremely important,Very worried,A great deal,A great deal,Fremont County
463,Android,US,Colorado Springs,T-Mobile,male,1976,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Somewhat worried,Only a little,A moderate amount,El Paso County
464,iOS,US,Monument,Unknown,female,1992,Every day,Not registered to vote,No,Extremely important,Very worried,A great deal,A great deal,El Paso County
465,Android,US,Colorado Springs,AT&T,male,1955,Less than once a month,"Registered to vote, registered as Republican ",No,Extremely important,Very worried,A moderate amount,A great deal,El Paso County
466,Android,US,Cañon City,AT&T,female,1992,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A great deal,A great deal,Fremont County
467,Android,US,Colorado Springs,Unknown,female,1984,Every day,"Registered to vote, registered as Democratic",No,Somewhat important,Somewhat worried,Only a little,A moderate amount,El Paso County
468,iOS,US,Colorado Springs,Unknown,female,1993,Once a month,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Very worried,Only a little,A great deal,Pueblo County
469,Web,US,Colorado Springs,Unknown,male,1971,Every day,"Registered to vote, registered as Republican ",No,Somewhat important,Somewhat worried,Only a little,A moderate amount,El Paso County
470,iOS,US,Colorado Springs,AT&T,female,1991,Every day,Not registered to vote,No,Somewhat important,Not very worried,Only a little,Only a little,Clintin
471,Android,US,Colorado Springs,T-Mobile,female,1985,Every day,Not registered to vote,No,Somewhat important,Somewhat worried,Only a little,A moderate amount,El Paso County
472,Android,US,Walsenburg,Unknown,female,1953,Every day,"Registered to vote, registered as Republican ",No,Extremely important,Somewhat worried,A moderate amount,A moderate amount,El Paso County
473,Web,US,Colorado Springs,Unknown,female,1936,Every day,"Registered to vote, registered as Republican ",No,Very important,Not very worried,A moderate amount,A great deal,El Paso County
474,iOS,US,Colorado Springs,Unknown,female,1997,Every day,Not registered to vote,Not sure,Very important,Very worried,A moderate amount,A great deal,El Paso County
475,iOS,US,Colorado Springs,Unknown,female,2001,Every day,"Registered to vote, registered as Republican ",No,Extremely important,Very worried,A great deal,A great deal,Pueblo County
476,iOS,US,Colorado Springs,AT&T,female,1955,Every day,"Registered to vote, registered as Democratic",No,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,El Paso County
477,iOS,US,Colorado Springs,T-Mobile,male,2002,Every day,Not registered to vote,No,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,El Paso County
478,iOS,US,Colorado Springs,Verizon,female,1985,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A moderate amount,A great deal,El Paso County
479,Web,US,La Junta,Unknown,female,1967,Once a week,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Very worried,A moderate amount,A great deal,otero
480,Android,US,Colorado Springs,AT&T,female,1980,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A great deal,A great deal,El Paso County
481,Android,US,Colorado Springs,Unknown,male,1971,Less than once a month,Not registered to vote,No,Very important,Somewhat worried,A moderate amount,A great deal,El Paso County
482,Android,US,Colorado Springs,Verizon,female,1984,I never use Facebook or Instagram,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,A moderate amount,A great deal,El Paso County
483,Android,US,Colorado Springs,Unknown,male,1974,Once a week,"Registered to vote, registered as Democratic",No,Very important,Somewhat worried,A moderate amount,A great deal,El Paso County
484,Android,US,Pueblo,AT&T,female,1985,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Not very worried,Only a little,A moderate amount,Pueblo County
485,Web,US,Monument,Unknown,female,1995,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Somewhat worried,A moderate amount,A moderate amount,El Paso County
486,iOS,US,Colorado Springs,Unknown,female,1951,I never use Facebook or Instagram,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Somewhat important,Somewhat worried,Only a little,A moderate amount,El Paso County
487,iOS,US,Colorado Springs,Unknown,female,1991,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Very important,Somewhat worried,Only a little,A moderate amount,El Paso County
488,Android,US,Colorado Springs,Unknown,male,1958,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Not at all important,Not at all worried,Not at all,Not at all,El Paso County
489,Web,US,Colorado Springs,Unknown,female,1956,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,A moderate amount,A moderate amount,El Paso County
490,Web,US,Colorado Springs,Unknown,male,1952,Every day,Not registered to vote,Not sure,Not too important,Not very worried,Only a little,A moderate amount,none
491,Android,US,La Junta,Verizon,female,1989,Less than once a month,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, both myself and close friends or family members are employed in the oil and gas industry",Extremely important,Somewhat worried,Only a little,A great deal,Otero County
492,Web,US,Colorado Springs,Unknown,male,1988,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, both myself and close friends or family members are employed in the oil and gas industry",Very important,Somewhat worried,A moderate amount,Don’t know,Montrose County
493,iOS,US,Colorado Springs,Unknown,male,1979,I never use Facebook or Instagram,"Registered to vote, registered as Republican ",No,Somewhat important,Not very worried,Only a little,Only a little,El Paso County
494,Web,US,Colorado Springs,Unknown,female,1963,Once a week,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ",No,Extremely important,Very worried,A moderate amount,A great deal,El Paso County
495,Android,US,Colorado Springs,Unknown,male,1986,Once a week,"Registered to vote, registered as Democratic",No,Somewhat important,Somewhat worried,Only a little,A great deal,El Paso County
496,iOS,US,Pueblo,Verizon,male,1965,Every day,"Registered to vote, registered as Democratic",No,Extremely important,Very worried,Only a little,A great deal,Pueblo County
497,iOS,US,Colorado Springs,T-Mobile,female,1975,Every day,"Registered to vote, registered as Independent, third party, unknown, or unaffiliated ","Yes, a close friend or family member is employed in the oil and gas industry",Somewhat important,Not very worried,Only a little,A great deal,El Paso County
498,Android,US,Trinidad,Unknown,female,1979,I never use Facebook or Instagram,I don’t know,Not sure,Somewhat important,Somewhat worried,Don’t know,Don’t know,Trinidad
499,Android,US,Colorado Springs,AT&T,female,1981,Every day,"Registered to vote, registered as Democratic",No,Not too important,Not very worried,Not at all,Only a little,El Paso County
500,Android,US,Unknown,Verizon,male,1980,Every day,Not registered to vote,"Yes, a close friend or family member is employed in the oil and gas industry",Not at all important,Not at all worried,Not at all,Not at all,I live in Utah
501,Android,US,Unknown,Verizon,male,1991,Every day,Not registered to vote,"Yes, I am employed in the oil and gas industry",Extremely important,Somewhat worried,A moderate amount,A great deal,Adams County
