,IUCN,IUCN Category,SPEC,Species,COU,Country,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
2026,CRITICAL,Number of critically endangered species,FISH_TOT,Fish,ITA,Italy,NBR,Number,0,Units,,,21.0,,
2027,CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,ITA,Italy,NBR,Number,0,Units,,,10.0,,
2028,VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,ITA,Italy,NBR,Number,0,Units,,,14.0,,
2029,VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,ITA,Italy,NBR,Number,0,Units,,,6.0,,
2030,THREATENED,Total number of threatened species,FISH_TOT,Fish,ITA,Italy,NBR,Number,0,Units,,,47.0,,
2031,THREATENED,Total number of threatened species,MARINE_F,Marine Fish,ITA,Italy,NBR,Number,0,Units,,,22.0,,
2034,TOT_KNOWN,Total number of known species,FISH_TOT,Fish,NZL,New Zealand,NBR,Number,0,Units,,,289.0,,
2035,TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,NZL,New Zealand,NBR,Number,0,Units,,,214.0,,
2036,TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,NZL,New Zealand,NBR,Number,0,Units,,,258.0,,
2037,TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,NZL,New Zealand,NBR,Number,0,Units,,,204.0,,
2038,ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,NZL,New Zealand,NBR,Number,0,Units,,,6.0,,
2039,CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,NZL,New Zealand,NBR,Number,0,Units,,,4.0,,
2040,VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,NZL,New Zealand,NBR,Number,0,Units,,,12.0,,
2041,THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,NZL,New Zealand,NBR,Number,0,Units,,,22.0,,
2043,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,0,Units,,,114.0,,
2044,CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,0,Units,,,43.0,,
2045,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,0,Units,,,113.0,,
2046,THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,NBR,Number,0,Units,,,270.0,,
2048,TOT_KNOWN,Total number of known species,MOSS,Mosses,CAN,Canada,NBR,Number,0,Units,,,1373.0,,
2049,TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,CAN,Canada,NBR,Number,0,Units,,,1364.0,,
2050,ENDANGERED,Number of endangered species,MOSS,Mosses,CAN,Canada,NBR,Number,0,Units,,,85.0,,
2051,ENDANGERED,Number of endangered species,LICHEN,Lichens,CAN,Canada,NBR,Number,0,Units,,,51.0,,
2052,VULNERABLE,Number of vulnerable species,MOSS,Mosses,CAN,Canada,NBR,Number,0,Units,,,134.0,,
2053,VULNERABLE,Number of vulnerable species,LICHEN,Lichens,CAN,Canada,NBR,Number,0,Units,,,63.0,,
2054,THREATENED,Total number of threatened species,MOSS,Mosses,CAN,Canada,NBR,Number,0,Units,,,294.0,,
2055,THREATENED,Total number of threatened species,LICHEN,Lichens,CAN,Canada,NBR,Number,0,Units,,,184.0,,
2056,ENDANGERED_IND,Number of endangered indigenous species,MOSS,Mosses,CAN,Canada,NBR,Number,0,Units,,,85.0,,
2057,ENDANGERED_IND,Number of endangered indigenous species,LICHEN,Lichens,CAN,Canada,NBR,Number,0,Units,,,51.0,,
2058,VULNERABLE_IND,Number of vulnerable indigenous species,MOSS,Mosses,CAN,Canada,NBR,Number,0,Units,,,134.0,,
2059,VULNERABLE_IND,Number of vulnerable indigenous species,LICHEN,Lichens,CAN,Canada,NBR,Number,0,Units,,,63.0,,
2060,THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,CAN,Canada,NBR,Number,0,Units,,,294.0,,
2061,THREATENED_IND,Total number of indigenous threatened species,LICHEN,Lichens,CAN,Canada,NBR,Number,0,Units,,,184.0,,
2064,TOT_KNOWN,Total number of known species,MOSS,Mosses,FIN,Finland,NBR,Number,0,Units,,,892.0,,
2065,TOT_KNOWN,Total number of known species,LICHEN,Lichens,FIN,Finland,NBR,Number,0,Units,,,1594.0,,
2066,TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,0,Units,,,23950.0,,
2067,TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,FIN,Finland,NBR,Number,0,Units,,,892.0,,
2068,TOT_KNOWN_IND,Total number of indigenous known species,LICHEN,Lichens,FIN,Finland,NBR,Number,0,Units,,,1594.0,,
2069,TOT_KNOWN_IND,Total number of indigenous known species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,0,Units,,,23950.0,,
2070,ENDANGERED,Number of endangered species,REPTILE,Reptiles,FIN,Finland,NBR,Number,0,Units,,,0.0,,
2071,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,FIN,Finland,NBR,Number,0,Units,,,1.0,,
2072,ENDANGERED,Number of endangered species,MOSS,Mosses,FIN,Finland,NBR,Number,0,Units,,,70.0,,
2073,ENDANGERED,Number of endangered species,LICHEN,Lichens,FIN,Finland,NBR,Number,0,Units,,,81.0,,
2074,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,0,Units,,,393.0,,
2075,CRITICAL,Number of critically endangered species,REPTILE,Reptiles,FIN,Finland,NBR,Number,0,Units,,,0.0,,
2076,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,FIN,Finland,NBR,Number,0,Units,,,0.0,,
2077,CRITICAL,Number of critically endangered species,MOSS,Mosses,FIN,Finland,NBR,Number,0,Units,,,37.0,,
2078,CRITICAL,Number of critically endangered species,LICHEN,Lichens,FIN,Finland,NBR,Number,0,Units,,,63.0,,
2079,CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,0,Units,,,123.0,,
2080,VULNERABLE,Number of vulnerable species,MOSS,Mosses,FIN,Finland,NBR,Number,0,Units,,,76.0,,
2081,VULNERABLE,Number of vulnerable species,LICHEN,Lichens,FIN,Finland,NBR,Number,0,Units,,,124.0,,
2082,VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,0,Units,,,739.0,,
2083,THREATENED,Total number of threatened species,MOSS,Mosses,FIN,Finland,NBR,Number,0,Units,,,183.0,,
2084,THREATENED,Total number of threatened species,LICHEN,Lichens,FIN,Finland,NBR,Number,0,Units,,,268.0,,
2085,THREATENED,Total number of threatened species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,0,Units,,,1255.0,,
2086,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,FIN,Finland,NBR,Number,0,Units,,,1.0,,
2087,ENDANGERED_IND,Number of endangered indigenous species,MOSS,Mosses,FIN,Finland,NBR,Number,0,Units,,,70.0,,
2088,ENDANGERED_IND,Number of endangered indigenous species,LICHEN,Lichens,FIN,Finland,NBR,Number,0,Units,,,81.0,,
2089,ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,0,Units,,,393.0,,
2090,CRITICAL_IND,Number of critically endangered indigenous species,MOSS,Mosses,FIN,Finland,NBR,Number,0,Units,,,37.0,,
2091,CRITICAL_IND,Number of critically endangered indigenous species,LICHEN,Lichens,FIN,Finland,NBR,Number,0,Units,,,63.0,,
2092,CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,0,Units,,,123.0,,
2093,VULNERABLE_IND,Number of vulnerable indigenous species,MOSS,Mosses,FIN,Finland,NBR,Number,0,Units,,,76.0,,
2094,VULNERABLE_IND,Number of vulnerable indigenous species,LICHEN,Lichens,FIN,Finland,NBR,Number,0,Units,,,124.0,,
2095,VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,0,Units,,,739.0,,
2096,THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,FIN,Finland,NBR,Number,0,Units,,,183.0,,
2097,THREATENED_IND,Total number of indigenous threatened species,LICHEN,Lichens,FIN,Finland,NBR,Number,0,Units,,,268.0,,
2098,THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,FIN,Finland,NBR,Number,0,Units,,,1255.0,,
2105,TOT_KNOWN,Total number of known species,FISH_TOT,Fish,DEU,Germany,NBR,Number,0,Units,,,197.0,,
2106,TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,0,Units,,,94.0,,
2107,TOT_KNOWN,Total number of known species,MOSS,Mosses,DEU,Germany,NBR,Number,0,Units,,,1195.0,,
2108,TOT_KNOWN,Total number of known species,LICHEN,Lichens,DEU,Germany,NBR,Number,0,Units,,,2380.0,,
2109,TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,0,Units,,,10434.0,,
2110,TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,DEU,Germany,NBR,Number,0,Units,,,183.0,,
2111,TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,0,Units,,,94.0,,
2112,TOT_KNOWN_IND,Total number of indigenous known species,MOSS,Mosses,DEU,Germany,NBR,Number,0,Units,,,1189.0,,
2113,TOT_KNOWN_IND,Total number of indigenous known species,LICHEN,Lichens,DEU,Germany,NBR,Number,0,Units,,,2380.0,,
2114,TOT_KNOWN_IND,Total number of indigenous known species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,0,Units,,,10256.0,,
2115,ENDANGERED,Number of endangered species,FISH_TOT,Fish,DEU,Germany,NBR,Number,0,Units,,,14.0,,
2116,ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,0,Units,,,5.0,,
2117,ENDANGERED,Number of endangered species,MOSS,Mosses,DEU,Germany,NBR,Number,0,Units,,,114.0,,
2118,ENDANGERED,Number of endangered species,LICHEN,Lichens,DEU,Germany,NBR,Number,0,Units,,,169.0,,
2119,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,0,Units,,,1010.0,,
2120,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,DEU,Germany,NBR,Number,0,Units,,,0.0,,
2121,CRITICAL,Number of critically endangered species,FISH_TOT,Fish,DEU,Germany,NBR,Number,0,Units,,,12.0,,
2122,CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,0,Units,,,4.0,,
2123,CRITICAL,Number of critically endangered species,MOSS,Mosses,DEU,Germany,NBR,Number,0,Units,,,45.0,,
2124,CRITICAL,Number of critically endangered species,LICHEN,Lichens,DEU,Germany,NBR,Number,0,Units,,,337.0,,
2125,CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,0,Units,,,559.0,,
2126,VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,DEU,Germany,NBR,Number,0,Units,,,23.0,,
2127,VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,0,Units,,,12.0,,
2128,VULNERABLE,Number of vulnerable species,MOSS,Mosses,DEU,Germany,NBR,Number,0,Units,,,250.0,,
2129,VULNERABLE,Number of vulnerable species,LICHEN,Lichens,DEU,Germany,NBR,Number,0,Units,,,546.0,,
2130,VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,0,Units,,,2183.0,,
2131,THREATENED,Total number of threatened species,FISH_TOT,Fish,DEU,Germany,NBR,Number,0,Units,,,49.0,,
2132,THREATENED,Total number of threatened species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,0,Units,,,21.0,,
2133,THREATENED,Total number of threatened species,MOSS,Mosses,DEU,Germany,NBR,Number,0,Units,,,409.0,,
2134,THREATENED,Total number of threatened species,LICHEN,Lichens,DEU,Germany,NBR,Number,0,Units,,,1052.0,,
2135,THREATENED,Total number of threatened species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,0,Units,,,3752.0,,
2136,ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,DEU,Germany,NBR,Number,0,Units,,,14.0,,
2137,ENDANGERED_IND,Number of endangered indigenous species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,0,Units,,,5.0,,
2138,ENDANGERED_IND,Number of endangered indigenous species,MOSS,Mosses,DEU,Germany,NBR,Number,0,Units,,,114.0,,
2139,ENDANGERED_IND,Number of endangered indigenous species,LICHEN,Lichens,DEU,Germany,NBR,Number,0,Units,,,169.0,,
2140,ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,0,Units,,,1010.0,,
2141,CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,DEU,Germany,NBR,Number,0,Units,,,0.0,,
2142,CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,DEU,Germany,NBR,Number,0,Units,,,12.0,,
2143,CRITICAL_IND,Number of critically endangered indigenous species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,0,Units,,,4.0,,
2144,CRITICAL_IND,Number of critically endangered indigenous species,MOSS,Mosses,DEU,Germany,NBR,Number,0,Units,,,45.0,,
2145,CRITICAL_IND,Number of critically endangered indigenous species,LICHEN,Lichens,DEU,Germany,NBR,Number,0,Units,,,337.0,,
2146,CRITICAL_IND,Number of critically endangered indigenous species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,0,Units,,,559.0,,
2147,VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,DEU,Germany,NBR,Number,0,Units,,,23.0,,
2148,VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,0,Units,,,12.0,,
2149,VULNERABLE_IND,Number of vulnerable indigenous species,MOSS,Mosses,DEU,Germany,NBR,Number,0,Units,,,250.0,,
2150,VULNERABLE_IND,Number of vulnerable indigenous species,LICHEN,Lichens,DEU,Germany,NBR,Number,0,Units,,,546.0,,
2151,VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,0,Units,,,2183.0,,
2152,THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,DEU,Germany,NBR,Number,0,Units,,,49.0,,
2153,THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,DEU,Germany,NBR,Number,0,Units,,,21.0,,
2154,THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,DEU,Germany,NBR,Number,0,Units,,,409.0,,
2155,THREATENED_IND,Total number of indigenous threatened species,LICHEN,Lichens,DEU,Germany,NBR,Number,0,Units,,,1052.0,,
2156,THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,DEU,Germany,NBR,Number,0,Units,,,3752.0,,
2167,TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,ITA,Italy,NBR,Number,0,Units,,,58632.0,,
2168,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,ITA,Italy,NBR,Number,0,Units,,,136.0,,
2169,CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,ITA,Italy,NBR,Number,0,Units,,,88.0,,
2170,VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,ITA,Italy,NBR,Number,0,Units,,,232.0,,
2171,THREATENED,Total number of threatened species,INVERTEB,Invertebrates,ITA,Italy,NBR,Number,0,Units,,,456.0,,
2173,TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,KOR,Korea,NBR,Number,0,Units,,,1088.0,,
2174,TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,KOR,Korea,NBR,Number,0,Units,,,202.0,,
2175,TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,0,Units,,,27568.0,,
2176,TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,KOR,Korea,NBR,Number,0,Units,,,66.0,,
2177,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,0,Units,,,43.0,,
2178,CRITICAL,Number of critically endangered species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,0,Units,,,24.0,,
2179,VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,0,Units,,,137.0,,
2180,THREATENED,Total number of threatened species,INVERTEB,Invertebrates,KOR,Korea,NBR,Number,0,Units,,,204.0,,
2181,ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,KOR,Korea,NBR,Number,0,Units,,,9.0,,
2182,CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,KOR,Korea,NBR,Number,0,Units,,,4.0,,
2183,VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,KOR,Korea,NBR,Number,0,Units,,,4.0,,
2184,THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,KOR,Korea,NBR,Number,0,Units,,,0.0,,
2185,THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,KOR,Korea,NBR,Number,0,Units,,,0.0,,
2186,THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,KOR,Korea,NBR,Number,0,Units,,,0.0,,
2187,THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,KOR,Korea,NBR,Number,0,Units,,,2.0,,
2188,THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,KOR,Korea,NBR,Number,0,Units,,,44.0,,
2189,THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,KOR,Korea,NBR,Number,0,Units,,,17.0,,
2192,TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,LUX,Luxembourg,NBR,Number,0,Units,,,149.0,I,Incomplete data
2193,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,LUX,Luxembourg,NBR,Number,0,Units,,,7.0,I,Incomplete data
2194,VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,LUX,Luxembourg,NBR,Number,0,Units,,,9.0,I,Incomplete data
2195,THREATENED,Total number of threatened species,INVERTEB,Invertebrates,LUX,Luxembourg,NBR,Number,0,Units,,,23.0,I,Incomplete data
2197,TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,0,Units,,,2224.0,,
2198,TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,0,Units,,,505.0,,
2199,TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,0,Units,,,289.0,,
2200,ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,0,Units,,,1.0,,
2201,ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,0,Units,,,74.0,,
2202,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,MEX,Mexico,NBR,Number,0,Units,,,24.0,,
2203,CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,0,Units,,,0.0,,
2204,CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,0,Units,,,13.0,,
2205,VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,0,Units,,,2.0,,
2206,VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,0,Units,,,65.0,,
2207,VULNERABLE,Number of vulnerable species,MOSS,Mosses,MEX,Mexico,NBR,Number,0,Units,,,2.0,,
2208,VULNERABLE,Number of vulnerable species,INVERTEB,Invertebrates,MEX,Mexico,NBR,Number,0,Units,,,26.0,,
2209,THREATENED,Total number of threatened species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,0,Units,,,3.0,,
2210,THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,0,Units,,,152.0,,
2211,THREATENED,Total number of threatened species,INVERTEB,Invertebrates,MEX,Mexico,NBR,Number,0,Units,,,51.0,,
2212,ENDANGERED_IND,Number of endangered indigenous species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,0,Units,,,0.0,,
2213,ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,0,Units,,,39.0,,
2214,ENDANGERED_IND,Number of endangered indigenous species,INVERTEB,Invertebrates,MEX,Mexico,NBR,Number,0,Units,,,20.0,,
2215,CRITICAL_IND,Number of critically endangered indigenous species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,0,Units,,,0.0,,
2216,CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,0,Units,,,3.0,,
2217,VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,0,Units,,,0.0,,
2218,VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,0,Units,,,28.0,,
2219,VULNERABLE_IND,Number of vulnerable indigenous species,INVERTEB,Invertebrates,MEX,Mexico,NBR,Number,0,Units,,,18.0,,
2220,THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,MEX,Mexico,NBR,Number,0,Units,,,0.0,,
2221,THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,MEX,Mexico,NBR,Number,0,Units,,,70.0,,
2222,THREATENED_IND,Total number of indigenous threatened species,MOSS,Mosses,MEX,Mexico,NBR,Number,0,Units,,,0.0,,
2223,THREATENED_IND,Total number of indigenous threatened species,INVERTEB,Invertebrates,MEX,Mexico,NBR,Number,0,Units,,,39.0,,
2226,TOT_KNOWN,Total number of known species,MOSS,Mosses,NLD,Netherlands,NBR,Number,0,Units,,,517.0,,
2227,TOT_KNOWN,Total number of known species,LICHEN,Lichens,NLD,Netherlands,NBR,Number,0,Units,,,683.0,,
2228,TOT_KNOWN,Total number of known species,INVERTEB,Invertebrates,NLD,Netherlands,NBR,Number,0,Units,,,507.0,,
2229,ENDANGERED,Number of endangered species,MOSS,Mosses,NLD,Netherlands,NBR,Number,0,Units,,,27.0,,
2230,ENDANGERED,Number of endangered species,LICHEN,Lichens,NLD,Netherlands,NBR,Number,0,Units,,,42.0,,
2231,ENDANGERED,Number of endangered species,INVERTEB,Invertebrates,NLD,Netherlands,NBR,Number,0,Units,,,60.0,,
2232,CRITICAL,Number of critically endangered species,MOSS,Mosses,NLD,Netherlands,NBR,Number,0,Units,,,52.0,,
