,IUCN,IUCN Category,SPEC,Species,COU,Country,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
1711,VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,POL,Poland,NBR,Number,0,Units,,,14.0,,
1712,VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,POL,Poland,NBR,Number,0,Units,,,1.0,,
1713,VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,POL,Poland,NBR,Number,0,Units,,,12.0,,
1714,THREATENED,Total number of threatened species,FISH_TOT,Fish,POL,Poland,NBR,Number,0,Units,,,25.0,,
1715,THREATENED,Total number of threatened species,MARINE_F,Marine Fish,POL,Poland,NBR,Number,0,Units,,,2.0,,
1716,THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,POL,Poland,NBR,Number,0,Units,,,17.0,,
1717,ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,POL,Poland,NBR,Number,0,Units,,,5.0,,
1718,ENDANGERED_IND,Number of endangered indigenous species,MARINE_F,Marine Fish,POL,Poland,NBR,Number,0,Units,,,0.0,,
1719,ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,POL,Poland,NBR,Number,0,Units,,,4.0,,
1720,CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,POL,Poland,NBR,Number,0,Units,,,6.0,,
1721,CRITICAL_IND,Number of critically endangered indigenous species,MARINE_F,Marine Fish,POL,Poland,NBR,Number,0,Units,,,1.0,,
1722,CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,POL,Poland,NBR,Number,0,Units,,,1.0,,
1723,VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,POL,Poland,NBR,Number,0,Units,,,14.0,,
1724,VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,POL,Poland,NBR,Number,0,Units,,,1.0,,
1725,VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,POL,Poland,NBR,Number,0,Units,,,12.0,,
1726,THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,POL,Poland,NBR,Number,0,Units,,,13.0,,
1727,THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,POL,Poland,NBR,Number,0,Units,,,34.0,,
1728,THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,POL,Poland,NBR,Number,0,Units,,,3.0,,
1729,THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,POL,Poland,NBR,Number,0,Units,,,451.0,,
1730,THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,POL,Poland,NBR,Number,0,Units,,,25.0,,
1731,THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,POL,Poland,NBR,Number,0,Units,,,2.0,,
1732,THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,POL,Poland,NBR,Number,0,Units,,,17.0,,
1747,TOT_KNOWN,Total number of known species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,65.0,,
1748,TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,35.0,,
1749,ENDANGERED,Number of endangered species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,10.0,,
1750,CRITICAL,Number of critically endangered species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,8.0,,
1751,VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,4.0,,
1752,THREATENED,Total number of threatened species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,22.0,,
1753,ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,10.0,,
1754,CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,8.0,,
1755,VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,4.0,,
1756,THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,PRT,Portugal,NBR,Number,0,Units,,,31.0,,
1757,THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,PRT,Portugal,NBR,Number,0,Units,,,111.0,,
1758,THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,PRT,Portugal,NBR,Number,0,Units,,,10.0,,
1759,THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,PRT,Portugal,NBR,Number,0,Units,,,2.0,,
1760,THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,PRT,Portugal,NBR,Number,0,Units,,,22.0,,
1771,TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,0,Units,,,79.0,,
1772,TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,0,Units,,,63.0,,
1773,ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,0,Units,,,6.0,,
1774,VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,0,Units,,,6.0,,
1775,THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,0,Units,,,12.0,,
1776,ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,0,Units,,,6.0,,
1777,VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,0,Units,,,6.0,,
1778,THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,SVK,Slovak Republic,NBR,Number,0,Units,,,20.0,,
1779,THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,SVK,Slovak Republic,NBR,Number,0,Units,,,51.0,,
1780,THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,SVK,Slovak Republic,NBR,Number,0,Units,,,5.0,,
1781,THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,SVK,Slovak Republic,NBR,Number,0,Units,,,8.0,,
1782,THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,SVK,Slovak Republic,NBR,Number,0,Units,,,12.0,,
1793,TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,82.0,,
1794,ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,7.0,,
1795,CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,9.0,,
1796,VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,19.0,,
1797,THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,35.0,,
1798,ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,7.0,,
1799,CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,9.0,,
1800,VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,19.0,,
1801,THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,ESP,Spain,NBR,Number,0,Units,,,26.0,,
1802,THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,ESP,Spain,NBR,Number,0,Units,,,66.0,,
1803,THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,ESP,Spain,NBR,Number,0,Units,,,19.0,,
1804,THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,ESP,Spain,NBR,Number,0,Units,,,9.0,,
1805,THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,ESP,Spain,NBR,Number,0,Units,,,881.0,,
1806,THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,ESP,Spain,NBR,Number,0,Units,,,35.0,,
1813,TOT_KNOWN,Total number of known species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,141.0,,
1814,TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,141.0,,
1815,ENDANGERED,Number of endangered species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,6.0,,
1816,CRITICAL,Number of critically endangered species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,6.0,,
1817,VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,8.0,,
1818,THREATENED,Total number of threatened species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,20.0,,
1819,ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,6.0,,
1820,CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,6.0,,
1821,VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,8.0,,
1822,THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,SWE,Sweden,NBR,Number,0,Units,,,14.0,,
1823,THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,SWE,Sweden,NBR,Number,0,Units,,,52.0,,
1824,THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,SWE,Sweden,NBR,Number,0,Units,,,2.0,,
1825,THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,SWE,Sweden,NBR,Number,0,Units,,,5.0,,
1826,THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,SWE,Sweden,NBR,Number,0,Units,,,20.0,,
1838,TOT_KNOWN,Total number of known species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,0,Units,,,70.0,,
1839,TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,0,Units,,,70.0,,
1840,TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,0,Units,,,55.0,,
1841,TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,0,Units,,,55.0,,
1842,ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,0,Units,,,5.0,,
1843,ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,0,Units,,,5.0,,
1844,CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,0,Units,,,6.0,,
1845,CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,0,Units,,,6.0,,
1846,VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,0,Units,,,13.0,,
1847,VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,0,Units,,,13.0,,
1848,THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,CHE,Switzerland,NBR,Number,0,Units,,,34.0,,
1849,THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,CHE,Switzerland,NBR,Number,0,Units,,,71.0,,
1850,THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,CHE,Switzerland,NBR,Number,0,Units,,,15.0,,
1851,THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,CHE,Switzerland,NBR,Number,0,Units,,,13.0,,
1852,THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,NBR,Number,0,Units,,,670.0,,
1853,THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,CHE,Switzerland,NBR,Number,0,Units,,,24.0,,
1854,THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,CHE,Switzerland,NBR,Number,0,Units,,,24.0,,
1862,TOT_KNOWN,Total number of known species,FISH_TOT,Fish,TUR,Turkey,NBR,Number,0,Units,,,716.0,,
1863,TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,TUR,Turkey,NBR,Number,0,Units,,,480.0,,
1864,TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,TUR,Turkey,NBR,Number,0,Units,,,402.0,,
1869,TOT_KNOWN,Total number of known species,FISH_TOT,Fish,GBR,United Kingdom,NBR,Number,0,Units,,,622.0,,
1870,ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,GBR,United Kingdom,NBR,Number,0,Units,,,3.0,,
1871,VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,GBR,United Kingdom,NBR,Number,0,Units,,,1.0,,
1872,THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,GBR,United Kingdom,NBR,Number,0,Units,,,4.0,,
1873,ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,GBR,United Kingdom,NBR,Number,0,Units,,,11.0,,
1874,ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,GBR,United Kingdom,NBR,Number,0,Units,,,1.0,,
1875,CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,GBR,United Kingdom,NBR,Number,0,Units,,,7.0,,
1876,VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,GBR,United Kingdom,NBR,Number,0,Units,,,24.0,,
1877,THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,GBR,United Kingdom,NBR,Number,0,Units,,,11.0,,
1878,THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,GBR,United Kingdom,NBR,Number,0,Units,,,129.0,,
1879,THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,NBR,Number,0,Units,,,366.0,,
1880,THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,GBR,United Kingdom,NBR,Number,0,Units,,,42.0,,
1881,THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,GBR,United Kingdom,NBR,Number,0,Units,,,1.0,,
1883,TOT_KNOWN,Total number of known species,FISH_TOT,Fish,CHL,Chile,NBR,Number,0,Units,,,1272.0,,
1884,TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,CHL,Chile,NBR,Number,0,Units,,,1182.0,,
1885,TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,0,Units,,,72.0,,
1886,TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,CHL,Chile,NBR,Number,0,Units,,,1226.0,,
1887,TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,CHL,Chile,NBR,Number,0,Units,,,1182.0,,
1888,TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,0,Units,,,44.0,,
1889,ENDANGERED,Number of endangered species,FISH_TOT,Fish,CHL,Chile,NBR,Number,0,Units,,,23.0,,
1890,ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,0,Units,,,23.0,,
1891,VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,CHL,Chile,NBR,Number,0,Units,,,14.0,,
1892,VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,CHL,Chile,NBR,Number,0,Units,,,1.0,,
1893,VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,0,Units,,,13.0,,
1894,THREATENED,Total number of threatened species,FISH_TOT,Fish,CHL,Chile,NBR,Number,0,Units,,,38.0,,
1895,THREATENED,Total number of threatened species,MARINE_F,Marine Fish,CHL,Chile,NBR,Number,0,Units,,,1.0,,
1896,THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,0,Units,,,37.0,,
1897,ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,CHL,Chile,NBR,Number,0,Units,,,23.0,,
1898,ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,0,Units,,,23.0,,
1899,VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,CHL,Chile,NBR,Number,0,Units,,,14.0,,
1900,VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,CHL,Chile,NBR,Number,0,Units,,,1.0,,
1901,VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,0,Units,,,13.0,,
1902,THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,CHL,Chile,NBR,Number,0,Units,,,36.0,,
1903,THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,CHL,Chile,NBR,Number,0,Units,,,46.0,,
1904,THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,CHL,Chile,NBR,Number,0,Units,,,52.0,,
1905,THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,CHL,Chile,NBR,Number,0,Units,,,44.0,,
1906,THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,0,Units,,,426.0,,
1907,THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,CHL,Chile,NBR,Number,0,Units,,,38.0,,
1908,THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,CHL,Chile,NBR,Number,0,Units,,,1.0,,
1909,THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,0,Units,,,37.0,,
1922,TOT_KNOWN,Total number of known species,FISH_TOT,Fish,EST,Estonia,NBR,Number,0,Units,,,103.0,,
1923,TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,EST,Estonia,NBR,Number,0,Units,,,66.0,,
1924,TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,EST,Estonia,NBR,Number,0,Units,,,54.0,,
1925,TOT_KNOWN_IND,Total number of indigenous known species,FISH_TOT,Fish,EST,Estonia,NBR,Number,0,Units,,,66.0,,
1926,TOT_KNOWN_IND,Total number of indigenous known species,MARINE_F,Marine Fish,EST,Estonia,NBR,Number,0,Units,,,52.0,,
1927,TOT_KNOWN_IND,Total number of indigenous known species,FRESHW_F,Freshwater Fish,EST,Estonia,NBR,Number,0,Units,,,44.0,,
1928,ENDANGERED,Number of endangered species,FISH_TOT,Fish,EST,Estonia,NBR,Number,0,Units,,,1.0,,
1929,CRITICAL,Number of critically endangered species,FISH_TOT,Fish,EST,Estonia,NBR,Number,0,Units,,,3.0,,
1930,CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,EST,Estonia,NBR,Number,0,Units,,,2.0,,
1931,CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,EST,Estonia,NBR,Number,0,Units,,,3.0,,
1932,VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,EST,Estonia,NBR,Number,0,Units,,,5.0,,
1933,VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,EST,Estonia,NBR,Number,0,Units,,,5.0,,
1934,THREATENED,Total number of threatened species,FISH_TOT,Fish,EST,Estonia,NBR,Number,0,Units,,,9.0,,
1935,THREATENED,Total number of threatened species,MARINE_F,Marine Fish,EST,Estonia,NBR,Number,0,Units,,,4.0,,
1936,THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,EST,Estonia,NBR,Number,0,Units,,,9.0,,
1937,ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,EST,Estonia,NBR,Number,0,Units,,,1.0,,
1938,CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,EST,Estonia,NBR,Number,0,Units,,,3.0,,
1939,CRITICAL_IND,Number of critically endangered indigenous species,MARINE_F,Marine Fish,EST,Estonia,NBR,Number,0,Units,,,2.0,,
1940,CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,EST,Estonia,NBR,Number,0,Units,,,3.0,,
1941,VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,EST,Estonia,NBR,Number,0,Units,,,5.0,,
1942,VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,EST,Estonia,NBR,Number,0,Units,,,5.0,,
1943,THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,EST,Estonia,NBR,Number,0,Units,,,3.0,,
1944,THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,EST,Estonia,NBR,Number,0,Units,,,95.0,,
1945,THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,EST,Estonia,NBR,Number,0,Units,,,2.0,,
1946,THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,EST,Estonia,NBR,Number,0,Units,,,3.0,,
1947,THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,EST,Estonia,NBR,Number,0,Units,,,204.0,,
1948,THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,EST,Estonia,NBR,Number,0,Units,,,9.0,,
1949,THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,EST,Estonia,NBR,Number,0,Units,,,4.0,,
1950,THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,EST,Estonia,NBR,Number,0,Units,,,9.0,,
1967,THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,ISR,Israel,NBR,Number,0,Units,,,61.0,,
1968,THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,ISR,Israel,NBR,Number,0,Units,,,35.0,,
1971,THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,RUS,Russia,NBR,Number,0,Units,,,40.0,,
1972,TOT_KNOWN,Total number of known species,FISH_TOT,Fish,SVN,Slovenia,NBR,Number,0,Units,,,273.0,,
1973,TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,SVN,Slovenia,NBR,Number,0,Units,,,188.0,,
1974,TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,SVN,Slovenia,NBR,Number,0,Units,,,85.0,,
1975,ENDANGERED,Number of endangered species,FISH_TOT,Fish,SVN,Slovenia,NBR,Number,0,Units,,,40.0,,
1976,ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,SVN,Slovenia,NBR,Number,0,Units,,,9.0,,
1977,ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,SVN,Slovenia,NBR,Number,0,Units,,,31.0,,
1978,VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,SVN,Slovenia,NBR,Number,0,Units,,,10.0,,
1979,VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,SVN,Slovenia,NBR,Number,0,Units,,,1.0,,
1980,VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,SVN,Slovenia,NBR,Number,0,Units,,,9.0,,
1981,THREATENED,Total number of threatened species,FISH_TOT,Fish,SVN,Slovenia,NBR,Number,0,Units,,,50.0,,
1982,THREATENED,Total number of threatened species,MARINE_F,Marine Fish,SVN,Slovenia,NBR,Number,0,Units,,,10.0,,
1983,THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,SVN,Slovenia,NBR,Number,0,Units,,,40.0,,
1984,ENDANGERED_IND,Number of endangered indigenous species,FISH_TOT,Fish,SVN,Slovenia,NBR,Number,0,Units,,,40.0,,
1985,ENDANGERED_IND,Number of endangered indigenous species,MARINE_F,Marine Fish,SVN,Slovenia,NBR,Number,0,Units,,,9.0,,
1986,ENDANGERED_IND,Number of endangered indigenous species,FRESHW_F,Freshwater Fish,SVN,Slovenia,NBR,Number,0,Units,,,31.0,,
1987,VULNERABLE_IND,Number of vulnerable indigenous species,FISH_TOT,Fish,SVN,Slovenia,NBR,Number,0,Units,,,10.0,,
1988,VULNERABLE_IND,Number of vulnerable indigenous species,MARINE_F,Marine Fish,SVN,Slovenia,NBR,Number,0,Units,,,1.0,,
1989,VULNERABLE_IND,Number of vulnerable indigenous species,FRESHW_F,Freshwater Fish,SVN,Slovenia,NBR,Number,0,Units,,,9.0,,
1990,THREATENED_IND,Total number of indigenous threatened species,MAMMAL,Mammals,SVN,Slovenia,NBR,Number,0,Units,,,34.0,,
1991,THREATENED_IND,Total number of indigenous threatened species,BIRD,Birds,SVN,Slovenia,NBR,Number,0,Units,,,105.0,,
1992,THREATENED_IND,Total number of indigenous threatened species,REPTILE,Reptiles,SVN,Slovenia,NBR,Number,0,Units,,,18.0,,
1993,THREATENED_IND,Total number of indigenous threatened species,AMPHIBIAN,Amphibians,SVN,Slovenia,NBR,Number,0,Units,,,17.0,,
1994,THREATENED_IND,Total number of indigenous threatened species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,NBR,Number,0,Units,,,334.0,,
1995,THREATENED_IND,Total number of indigenous threatened species,FISH_TOT,Fish,SVN,Slovenia,NBR,Number,0,Units,,,50.0,,
1996,THREATENED_IND,Total number of indigenous threatened species,MARINE_F,Marine Fish,SVN,Slovenia,NBR,Number,0,Units,,,10.0,,
1997,THREATENED_IND,Total number of indigenous threatened species,FRESHW_F,Freshwater Fish,SVN,Slovenia,NBR,Number,0,Units,,,40.0,,
2010,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,0,Units,,,4655.0,,
2011,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,CHL,Chile,NBR,Number,0,Units,,,3.0,,
2012,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,CHL,Chile,NBR,Number,0,Units,,,10.0,,
2013,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,0,Units,,,74.0,,
2014,CRITICAL,Number of critically endangered species,FISH_TOT,Fish,CHL,Chile,NBR,Number,0,Units,,,1.0,,
2015,CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,0,Units,,,1.0,,
2016,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,CHL,Chile,NBR,Number,0,Units,,,3.0,,
2017,CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,CHL,Chile,NBR,Number,0,Units,,,10.0,,
2018,CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,CHL,Chile,NBR,Number,0,Units,,,74.0,,
2019,CRITICAL_IND,Number of critically endangered indigenous species,FISH_TOT,Fish,CHL,Chile,NBR,Number,0,Units,,,1.0,,
2020,CRITICAL_IND,Number of critically endangered indigenous species,FRESHW_F,Freshwater Fish,CHL,Chile,NBR,Number,0,Units,,,1.0,,
2022,TOT_KNOWN,Total number of known species,FISH_TOT,Fish,FRA,France,NBR,Number,0,Units,,,163.0,,
2023,TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,FRA,France,NBR,Number,0,Units,,,83.0,,
2024,ENDANGERED,Number of endangered species,FISH_TOT,Fish,ITA,Italy,NBR,Number,0,Units,,,12.0,,
2025,ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,ITA,Italy,NBR,Number,0,Units,,,6.0,,
